fund_name,stock_url,Stock_Invested_in,Sector,Value_Mn,pct_of_total_holdings,1m_change,1Y_Highest_Holding,1Y_Lowest_Holding,Quantity,1M_Change_in_Qty,1m_change1
Quant Mid Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/india/stockpricequote/telecommunications-service/tatacommunications/TC17,Tata Communications Ltd.,Telecom - cellular & fixed line services,1229.3,3.76%,3.76%,8.49% (Jul 2023),0% (Oct 2022),7.39 L,7.39 L,3.76
